source_path,destination_path,database,module,purpose,classification,execution_status,notes
oracle/subaward/validate_subaward_exports.sql,oracle/oracle/subaward/validate_subaward_exports.sql,Oracle,Subaward,Subaward Oracle export validation package. Run in a read-only Oracle session. Each result set is intentionally separate. Installed constraints and indexes for all exported source tables,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
scripts/seed-local-subaward-attachments.sql,"",PostgreSQL,Subaward,"Synthetic Subaward attachment metadata for local UI/API development ONLY. Inserts 4 fake attachment_id rows (9000000001-9000000004, well outside any real Oracle-sourced ID range) against subaward_id = 94204","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL","Excluded because it is a benchmark, local test fixture, generated duplicate, or outside reusable Oracle/Kuali extraction scope."
sql/dashboard/award_dashboard.sql,postgres-reference/sql/dashboard/award_dashboard.sql,PostgreSQL,Award,Award Dashboard: whole-archive row counts across every Award table. Companion to award_explorer.sql and award_summary.sql (both scoped to one award_number) in this same directory - this one has no,PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/dashboard/award_explorer.sql,postgres-reference/sql/dashboard/award_explorer.sql,PostgreSQL,Award,"Award Explorer: the full archived object graph for one Award, by award_number. Read-only validation tool - part of the standard Award archive toolkit alongside award_summary.sql and",PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/dashboard/award_summary.sql,postgres-reference/sql/dashboard/award_summary.sql,PostgreSQL,Award,"Award Summary: one row of archive row-counts for a single Award, by award_number. Companion to award_explorer.sql (full detail) and award_dashboard.sql (whole-archive totals) in this same directory.",PostgreSQL archive query that may still provide useful business logic,Requires adaptation; read-only PostgreSQL reference against the Research Archive archive schema,Read-only business/reconciliation logic. Assumes Research Archive PostgreSQL archive tables and requires mapping to the Huron exchange target model.
sql/extract/award/01_award_versions.sql,oracle/sql/extract/award/01_award_versions.sql,Oracle,Award,01 award versions,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/02_award_amounts.sql,oracle/sql/extract/award/02_award_amounts.sql,Oracle,Award,TRANSACTION_ID/ORIGINATING_AWARD_VERSION added for the Award Time and Money bundle - see V048 and docs/architecture/AWARD_TIME_AND_MONEY_DESIGN.md. TRANSACTION_ID here is a real numeric surrogate key tracing back to a...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/03_award_people.sql,oracle/sql/extract/award/03_award_people.sql,Oracle,Award,03 award people,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/04_award_proposals.sql,oracle/sql/extract/award/04_award_proposals.sql,Oracle,Award,04 award proposals,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/05_award_custom_data.sql,oracle/sql/extract/award/05_award_custom_data.sql,Oracle,Award,"CUSTOM_ATTRIBUTE_ID is preserved without a lookup join, matching the same convention already established for Negotiation's and Subaward's own custom-data extraction queries - the common custom-attribute",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/06_award_person_units.sql,oracle/sql/extract/award/06_award_person_units.sql,Oracle,Award,AWARD_PERSON_UNITS has no AWARD_ID column of its own - only AWARD_PERSON_ID. AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER are denormalized through this join back to AWARD_PERSONS so the loader's,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/07_award_person_credit_splits.sql,oracle/sql/extract/award/07_award_person_credit_splits.sql,Oracle,Award,AWARD_PERSON_CREDIT_SPLITS has no AWARD_ID column of its own - only AWARD_PERSON_ID. See 06_award_person_units.sql for why AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER are denormalized through a join,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/08_award_person_unit_credit_splits.sql,oracle/sql/extract/award/08_award_person_unit_credit_splits.sql,Oracle,Award,"AWARD_PERS_UNIT_CRED_SPLITS is two hops from Award: it carries only AWARD_PERSON_UNIT_ID, not AWARD_PERSON_ID or AWARD_ID. This join chains through AWARD_PERSON_UNITS up to AWARD_PERSONS to denormalize",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
